Text,Name,Gender
"This afternoon, @KamalaHarris and I will be speaking together for the first time since yesterday’s big announcement. Tune in: https://t.co/xoRbSqGta8",Joe Biden,Male
"Whether it's taking on the big banks or pushing for marriage equality—Kamala never shies away from fighting tooth and nail for what's right. It's why I chose her to be my running mate.

She'll wake up every day thinking about how to make life better for the people of our country.",Joe Biden,Male
"As the daughter of Jamaican and Indian immigrants, @KamalaHarris grew up believing in the promise of America because she saw it firsthand.

Together, Kamala and I are going to fight every single day in the White House to make sure that promise is fulfilled for all Americans.",Joe Biden,Male
"If @KamalaHarris and I are elected, we’re going to inherit multiple crises, a nation divided, and a world in disarray. We won’t have a minute to waste.
 
That's exactly why I picked her: She's ready to lead on day one.",Joe Biden,Male
".@KamalaHarris is the daughter of proud immigrants—a mother from India and a father from Jamaica—who raised her to take action.
That’s exactly what this moment calls for: action. And we hope you’ll take action with us: https://t.co/K3mVwfTxXJ https://t.co/MZLAx9IN6C",Joe Biden,Male
"Right now, America faces: 
 
- The worst pandemic in 100 years
- The worst economic crisis since the Great Depression
- The most powerful calls for racial justice in a generation
 
I need someone alongside me who's smart, tough, and ready to lead. @KamalaHarris is that person.",Joe Biden,Male
"Thanks to supporters like you, we are on track to have our biggest fundraising day ever. Together, we can win this.

Join us. https://t.co/B7uyMcat6n",Joe Biden,Male
"Let’s go win this, @KamalaHarris. https://t.co/O2EYo6rYyk",Joe Biden,Male
"Back when Kamala was Attorney General, she worked closely with Beau. I watched as they took on the big banks, lifted up working people, and protected women and kids from abuse. I was proud then, and I'm proud now to have her as my partner in this campaign.",Joe Biden,Male
"I have the great honor to announce that I’ve picked @KamalaHarris — a fearless fighter for the little guy, and one of the country’s finest public servants — as my running mate.",Joe Biden,Male
"Don't forget that in the middle of this pandemic, the Trump Administration is in court trying to eliminate Obamacare and rip health insurance away from millions. It's heartless.

I'll protect and build on the ACA to ensure everyone gets the care they need. https://t.co/IwFG48ED9h",Joe Biden,Male
"I promise you if I'm elected, I won't waste any time getting this virus under control.

I'll call Dr. Fauci and ask him to stay on. I'll bring together top experts and leaders from both parties to chart a path forward.

We'll get it done, together.",Joe Biden,Male
"This is the latest dire consequence of Donald Trump looking the other way on Beijing's repression in Hong Kong. Instead of standing for freedom and democracy, he consistently stands with Xi Jinping.

I'll put American values back at the center of our foreign policy. https://t.co/3RAZOeVtHr",Joe Biden,Male
Social Security is the bedrock of American retirement — giving countless Americans peace of mind and the ability to retire with dignity. I've been fighting to protect and expand the program throughout my career — and I'll continue that fight as president.,Joe Biden,Male
"Folks, we need to listen to our frontline heroes. Wear a mask. It’s not just about you. It’s about keeping your family, neighbors, and fellow citizens safe. https://t.co/pbI6UVhqvh",Joe Biden,Male
Bristol Bay is no place for a mine — our administration decided that in 2014. We're only discussing it today because Donald Trump's EPA reversed course hours after a closed-door meeting with the mining company's CEO. https://t.co/RG38v0dRDk,Joe Biden,Male
"Donald Trump said that if he’s re-elected, he’ll defund Social Security.

We can't let that happen.",Joe Biden,Male
"President Trump keeps attacking the U.S. Postal Service, and now hundreds of thousands of veterans aren't getting their life-saving medications on time. It's despicable.

I promise you that as president, I will never put politics over the care of our nation's veterans. https://t.co/aXryhxVRtG",Joe Biden,Male
"Donald Trump’s surrender to the pandemic has led to a resurgence of the virus and more economic pain and anxiety for millions of Americans. 

After six months of a nation in crisis, he still has no plan to get us through. But I do: https://t.co/SOVOPL7uPy",Joe Biden,Male
"To the millions of Americans struggling to get by right now — those who can't find a job or pay the bills: I want you to know that I see you, and I won't forget you — and I'm going to fight every day in the White House to build an economy that works for you.",Joe Biden,Male
Every single eligible American should have the opportunity to vote-by-mail this November. If it's good enough for Donald Trump — then it's good enough for you and me.,Joe Biden,Male
We can’t let Donald Trump destroy the U.S. Postal Service.,Joe Biden,Male
It's been six years since Michael Brown's life was taken in Ferguson — reigniting a movement. We must continue the work of tackling systemic racism and reforming policing.,Joe Biden,Male
Our planet can’t take four more years of Donald Trump. We have to get him out of the White House so we can start treating the climate crisis like the urgent threat it is.,Joe Biden,Male
"Giving the Trump administration another four years in office would have catastrophic implications for future generations. His victory would threaten the future of our democracy, and we must vote him out this November. https://t.co/iIFPTIB1Er",Joe Biden,Male
"The United States just passed 5 million reported infections of COVID-19. It’s a number that boggles the mind and breaks the heart. Each time the number goes up, it represents a life altered, a family stricken with anxiety, a community on edge. It shouldn’t have gotten this bad.",Joe Biden,Male
"Today, Donald Trump stated that if re-elected, he'll undermine the entire financial footing of Social Security.

Our seniors and millions of Americans with disabilities are under enough stress without their hard-earned Social Security benefits in doubt. https://t.co/glUDQlcbEO",Joe Biden,Male
"Donald Trump has refused to take serious action to combat the COVID-19 crisis. And as a result, he got what he’s always wanted — the U.S. isolated from the rest of the world. https://t.co/owvNL4ul74",Joe Biden,Male
"It’s an important choice, and I want you to be one of the first to know who I’ve picked as my running mate – text FIRST to 30330 to get notified when I’ve made my decision.",Joe Biden,Male
"Between the coronavirus and the economic crisis, this is a tough time for our country, I know. But I firmly believe that our best days still lie ahead. Together, we will climb out of these crises and emerge stronger than before.",Joe Biden,Male
"The fact is, Donald Trump left our nation unprepared and unprotected for the worst public health crisis of our lifetime — and we're paying the price every single day. https://t.co/sZJCdivRo3",Joe Biden,Male
"Our nation is desperate for leadership — leadership that can unite us and steer us through these crises. But at the most critical moment of his presidency, Donald Trump has nothing to offer.",Joe Biden,Male
"No President can promise to prevent future outbreaks. But I'll promise you this: when I'm President we will prepare better, respond better, and recover better.",Joe Biden,Male
"Over the last century, America has defined itself by rising to meet existential challenges — and we have that opportunity once again. But we can’t just build back to the way things were before, we have to build back better.

Here’s my plan for how we’ll do it: https://t.co/nuBqg0TIfP",Joe Biden,Male
"John Lewis will be remembered as a moral giant who dedicated his life to creating a more just, equal, and moral America.

Donald Trump will not. https://t.co/vfZFeCUX3S",Joe Biden,Male
"I can’t believe I have to say this, but we can’t let Donald Trump open up the Grand Canyon for uranium mining.",Joe Biden,Male
"I believe every American deserves a fair shot at success — not just the Mar-a-Lago crowd. That’s why as president, I’ll reverse Donald Trump’s giant tax giveaways to the super-wealthy and big corporations, and build an economy that works for everyone.",Joe Biden,Male
It didn't have to be this bad. https://t.co/xwdxgizLLH,Joe Biden,Male
"Here’s the truth—Donald Trump turned his back on the middle class long before COVID-19. He cut taxes for the super-wealthy, drove U.S. manufacturing into a recession, and stacked the deck against hardworking Americans.

It's time we pick a different path. https://t.co/rt5RD9WOGA",Joe Biden,Male
Make no mistake: This economic crisis is due to President Trump’s failure to get this virus under control. https://t.co/CBbk6SV39Q,Joe Biden,Male
"While I am grateful for the people who got their jobs back, my heart goes out to the more than 16 million Americans still out of work. The truth is it didn't have to be this bad, but Donald Trump failed to act. He's the one person who should lose his job. https://t.co/eIHGRjwJd3",Joe Biden,Male
The truth is that President Trump could have acted months ago to curb this pandemic—it's obvious he still hasn’t learned his lesson. He continues to ignore the warnings of health experts and we're all paying the price. https://t.co/JOgA5Gpop4,Joe Biden,Male
"Here’s how COVID-19 affected Arizonans under the Trump—Ducey model:

- An infection rate—still—of nearly 20%
- The fifth-highest number of current hospitalizations in the country
- More than 4,000 deaths from COVID-19
- More than 183,000 cases
- Lengthy delays in test results",Joe Biden,Male
"Gov. Ducey is rushing reopening without adequate testing and contact tracing.

He’s withholding support for increased testing and making local leaders plead for it.

He’s refusing to implement a mask mandate and turning his back on older Americans and those at greater risk.",Joe Biden,Male
President Trump called Arizona “a model for applying a science-based approach to the decreasing cases and hospitalizations without implementing a punishing lockdown.” He said Governor Ducey’s approach should be used by other states—but here’s what’s really happening in Arizona:,Joe Biden,Male
"My commitment to you is this: I will always listen, I will never stop fighting for the African American community and I will never stop fighting for a more equitable future.",Joe Biden,Male
"Throughout my career I've witnessed the diversity of thought, background, and sentiment within the African American community. It's this diversity that makes our workplaces, communities, and country a better place.",Joe Biden,Male
"Earlier today, I made some comments about diversity in the African American and Latino communities that I want to clarify. In no way did I mean to suggest the African American community is a monolith—not by identity, not on issues, not at all.",Joe Biden,Male
"I believe that the right to vote is the most fundamental American right there is. To protect it, we’ve got to:

- Pass the John R. Lewis Voting Rights Act
- Enact automatic and same-day voter registration
- Stand up to Republican voter suppression efforts",Joe Biden,Male
John Lewis left us with marching orders. It’s up to all of us to carry them out: https://t.co/Hy8C4mIL2M https://t.co/MTc6WHNnSR,Joe Biden,Male
"Every moment with your loved ones is precious. I know that in my core because I’ve learned it through loss. It's why as president, I'm going to do everything I can to get this virus under control and get our lives back to normal as soon as we can. https://t.co/qCsvryHMai",Joe Biden,Male
Let me be clear: Voting is a right — not a privilege. Anyone who tells you otherwise can’t be trusted to hold the highest office in this land.,Joe Biden,Male
"The fight for civil rights is what drove me to get involved in politics in the first place. It's why I fought for and helped secure a 25-year extension of the Voting Rights Act. And it's why as president, I'll immediately sign the John R. Lewis Voting Rights Act into law. https://t.co/fHqUvYahRR",Joe Biden,Male
"55 years ago today, the Voting Rights Act was signed into law — bringing us one step closer to that more perfect union. As we mark its anniversary, we’ve got to continue our fight to restore the VRA and protect the sacred right to vote.",Joe Biden,Male
The scenes of death and destruction from Hiroshima and Nagasaki still horrify us 75 years later. They reach through history to remind us of the hideous damage nuclear weapons can inflict—and our collective responsibility to ensure they're never again used. https://t.co/357jRzBPeL,Joe Biden,Male
"If I'm elected president, our students and educators will have all the tools and resources they need to succeed and get through COVID-19. https://t.co/ul9vTTcT40",Joe Biden,Male
"Donald Trump promised to bring back jobs, but his policies crushed the manufacturing sector—and that was true even before COVID-19.

I’ll revitalize American manufacturing and innovation and create millions of good-paying jobs so we can build back better. https://t.co/HrOOkWWQof",Joe Biden,Male
"Growing up in Scranton, I learned the importance of hard work, treating others with dignity and respect, and leaving no one behind. Those values have guided my entire life — and they're the values I'll bring back to the White House. https://t.co/aelfrxaISg",Joe Biden,Male
"Folks, a lot of you have been asking when I’m announcing my running mate, and I promise I’ll let you know soon. But here’s what I can tell you right now: I’m going to tell my supporters first — so text FIRST to 30330 to be the first to know.",Joe Biden,Male
"I don’t buy for one second that the vitality of American manufacturing is a thing of the past. As president, I'll make bold investments in American manufacturing, industry, and innovation to make sure the future is made in America — by all of America. https://t.co/LkIi8g6M5i",Joe Biden,Male
There's been a lot of talk about my vetting process lately. Here’s an inside look: https://t.co/tFRKJOE3hi,Joe Biden,Male
"Weapons of war have no place in our communities. When I was a senator, I took on the @NRA and secured a 10-year ban on assault weapons — and as president, I’ll ban these weapons again. https://t.co/ggqSaj40EJ",Joe Biden,Male
"Eight years ago, a white supremacist targeted a Sikh temple in Oak Creek, WI — ultimately taking seven lives in an unspeakable act of terror. To truly honor those we lost, it's up to all of us to stand up to bigotry in our lives, give hate no safe harbor, and reduce gun violence.",Joe Biden,Male
"I truly believe that we can revitalize American manufacturing and create a better economy at the same time. I want to build an economy that brings everyone along — one that works for the middle class, not just the wealthy and well-connected. https://t.co/3fYbFfsvDb",Joe Biden,Male
"The truth of the matter is, Donald Trump inherited a growing economy from President Obama and me. And just like everything else he inherited in his life, he squandered it. https://t.co/EPxDx4ecoU",Joe Biden,Male
"From day one, Donald Trump downplayed the threat COVID-19 posed, ignored scientists, and refused to take action. 

Now, nearly 5 million cases and more than 150,000 deaths later, it's crystal clear we're paying the price for his failed leadership.",Joe Biden,Male
"On day one, I’ll send a bill to Congress creating a clear roadmap to citizenship for Dreamers and the 11 million undocumented people already strengthening our nation. It’s long overdue. https://t.co/ajO7uUb9po",Joe Biden,Male
"Our hearts and prayers are with the people of Lebanon, and the victims of the horrific explosion in Beirut. I urge both the Trump Administration and international community to immediately mobilize assistance to the thousands injured in the blast.",Joe Biden,Male
"Thousands of Americans are dying every week. The President's response?

""It is what it is."" https://t.co/GT59hr14kb",Joe Biden,Male
"I’ll get to work on day one enacting the changes needed to help the Latino community thrive.

Read my full plan here: https://t.co/SaL4WaFkEA https://t.co/vhwTRcwHlO",Joe Biden,Male
"Happy birthday to my brother and friend, @BarackObama! Serving alongside you for eight years was the greatest honor of my life — and I'm grateful to have you by my side for these next 91 days. https://t.co/qLl42Im40C",Joe Biden,Male
"We can’t just build back to the way things were before these crises. We have to build a more inclusive, equitable future for all.

Here’s how we’ll do it: https://t.co/SaL4WanJN2 https://t.co/IeMtNqBynx",Joe Biden,Male
"The Latino community is bearing disproportionate harm from this pandemic. But even before, many Latino families were already struggling. We've got to do better. That's why today, I'm releasing my new agenda for the Latino community: https://t.co/xgGUoleGQO",Joe Biden,Male
"As president, I’ll take on the powerful gun lobby to pass universal background checks, ban assault weapons and high-capacity magazines, and close loopholes to keep guns out of dangerous hands. We can and will end our gun violence epidemic.",Joe Biden,Male
"One year ago, just hours after the massacre in El Paso, nine precious lives were cut short in Dayton. In the wake of the tragedies, Donald Trump promised the most modest of gun safety policies, then caved to the @NRA and failed to deliver.",Joe Biden,Male
"On July 1st, Donald Trump predicted the coronavirus was going to ""just disappear.""

He was wrong — and more than 25,000 Americans died due to the virus last month.

Mr. President, step up and do your job before even more American families feel the pain of losing a loved one.",Joe Biden,Male
"When we spend taxpayer money, we should use it to buy American products and support American jobs. Period.

We’re going to make sure the future is made in America — by all of America: https://t.co/uTI6GyuTpX",Joe Biden,Male
"Not a joke, folks.

Get yours today: https://t.co/RqCQJE8Kho https://t.co/A1CNMOu2ct",Joe Biden,Male
"Every American should be able to safely make their voice heard this November. We need to:

- Expand vote-by-mail and early voting
- Implement online voter registration
- Make it safe and easy to vote in-person",Joe Biden,Male
Jill and I mourn the loss of the nine service members who perished in a training accident off the coast of California. These brave young men made the ultimate sacrifice in service to their fellow Americans. Our deepest condolences go out to their families.,Joe Biden,Male
"John Hume committed his life to the principles of nonviolence, and through his faith, statesmanship, and perseverance, he helped bring Northern Ireland through the Troubles to a better tomorrow. Jill and I send our condolences to the entire Hume family. https://t.co/5QmRsj2fSb",Joe Biden,Male
"In the days that followed the El Paso shooting, I said Americans have to come together, stand against hate, and leave nobody behind.

That charge feels more important than ever. This is our fight — and together, we will win. https://t.co/eX2xD0jhjX",Joe Biden,Male
"It's hard to believe this has to be said, but if I'm elected president, I’ll spend my Monday mornings working with our nation’s top experts to control this virus — not insulting them on Twitter. https://t.co/o7p3e0kgRJ",Joe Biden,Male
"This is a moment to summon the purpose we felt one year ago after El Paso. A moment to recommit to the battle for the soul of this nation. A battle against white supremacy, hatred, and gun violence.

It won't be easy — but it's a battle we must win.",Joe Biden,Male
"One year ago, a white supremacist armed with a semi-automatic rifle targeted the people of El Paso. He thought his hatred of Latinos and immigrants would prove more powerful than the culture and vibrancy of the community.

He was wrong. https://t.co/d7ISze6dK7",Joe Biden,Male
"Folks, there's simply too much at stake this November for anyone to sit on the sidelines. Register to vote today — and then reach out to five friends and get them registered as well. https://t.co/8XWNjhwJzL",Joe Biden,Male
"Welcome home, Bob and Doug! The first American splashdown in 45 years was executed with precision, and is truly a victory for American innovation and persistence. Congratulations to everyone involved on a successful conclusion to this historic mission. https://t.co/kYBNCHL75O",Joe Biden,Male
Join us as we host a roundtable with Congresswoman Veronica Escobar to commemorate the anniversary of the El Paso Massacre: https://t.co/LPA5wDYvNF,Joe Biden,Male
It’s not enough to just go back to the way things were before these crises — we need to build back better than ever. We have to create a new American economy where everyone gets a fair return for their work and an equal chance to get ahead.,Joe Biden,Male
"Now more than ever, we need a president who believes in science.",Joe Biden,Male
This pandemic has put a bright light on the disparities that have plagued our nation for too long. We’ve got to make sure these communities get the help they need now — and root out the systemic racism that created these inequalities in the first place. https://t.co/KZZx2T9ojT,Joe Biden,Male
"Enhanced unemployment benefits expired for millions overnight.

We don’t have an effective nationwide testing program or a plan to control the virus.

Our health care workers still don’t have enough PPE.

Enough with the weekend golf trips, Mr. President. Do your job.",Joe Biden,Male
"Rent is due today.

Donald Trump abdicated his responsibility to lead us out of this COVID-19 crisis—and we now face a potential housing crisis because of it.

Mr. President: Act now to make sure Americans don't have to choose between a roof over their heads or food on the table. https://t.co/b0Uoy5qoFr",Joe Biden,Male
You have enough on your plate — you shouldn't also have to worry about the president making things even tougher for you. https://t.co/HjwhG8kQMT,Joe Biden,Male
"If we give Donald Trump four more years in the White House, he will forever alter the character of this nation.

We can’t let that happen.",Joe Biden,Male
"To the millions of people who get up every single day and make this country run: I see you, and I promise I will never stop fighting for you. You are the backbone of America. https://t.co/009KRZx9Bq",Joe Biden,Male
"Ordinary people doing extraordinary things. That's the story of America — and it's being written every day by folks like Dr. @Craig_A_Spencer, who fought the Ebola outbreak and now COVID-19. @BarackObama and I called to thank him for his service and discuss the moment we're in. https://t.co/wO14pwaaxa",Joe Biden,Male
"Folks, we’re just a few hours away from our critical end-of-month fundraising deadline. We need everyone to step up so we can hit our goal and make sure we can go toe-to-toe with President Trump.

If you're able, please chip in today: https://t.co/XAsy8zaW2v",Joe Biden,Male
"Jill and I are keeping everyone in the path of Hurricane Isaias in our prayers. We must ensure that our fellow Americans, in Puerto Rico and across the East Coast, get the support they need. Please heed the warnings from authorities, take steps to prepare, and stay safe. https://t.co/Jb6AYJ4o0Q",Joe Biden,Male
"Together, we're going to make sure the future is made in America — by all of America. https://t.co/HX4zat4BVK",Joe Biden,Male
"Grassroots donations are the backbone of our campaign — and we want to thank you for all your help. So tonight, Senator @ewarren and I are hosting an event that you won’t want to miss.

Chip in to reserve your spot: https://t.co/KUyaCEAUi8 https://t.co/TiQzQ8tba7",Joe Biden,Male
"We’re facing some of the biggest challenges in our history — and it’s abundantly clear Donald Trump just isn’t up for the job.

We need real leadership — and we need it now.",Joe Biden,Male
"It’s been over six months since the first confirmed case of COVID-19 in the United States, and President Trump still doesn't have an effective plan to contain its spread. It's an unjustifiable failure of leadership that costs lives every day.",Joe Biden,Male
.@DrBiden and I wish all our Muslim friends and neighbors a blessed #EidAlAdha. May your sacrifices on this day be accepted and strengthen you during these challenging times. Eid Mubarak!,Joe Biden,Male
"Human trafficking is an unconscionable attack on the dignity of the most vulnerable among us. Action can’t wait — on this World Day Against Trafficking in Persons, we’ve got to join together and commit to ending trafficking. #EndHumanTrafficking https://t.co/5UJHwaMRQI",Joe Biden,Male
You won't have to worry about my tweets when I'm president.,Joe Biden,Male
Bill Barr is the Attorney General of the United States — not the president's private attorney. https://t.co/XVfyErCZu9,Joe Biden,Male
"55 years ago today, Medicare and Medicaid were signed into law. And ever since, they've extended lives, enhanced liberty, and put the pursuit of happiness within reach for millions.

I'll protect and expand these programs for generations to come. https://t.co/haLz46TAOD",Joe Biden,Male
"Throughout his life, John Lewis taught us that while the journey toward equality is not easy, we must be unafraid and never cower and never, ever give up.

It's up to all of us to carry on his mission. https://t.co/VUJdegsBuw",Joe Biden,Male
It’s time Senate Republicans back their effusive praise of John Lewis with action. Pass the John R. Lewis Voting Rights Act.,Joe Biden,Male
"Even after his passing, John Lewis reminds us that the most powerful symbol of what it means to be an American is what we do with the time we have to make real the promise of our nation.

May his words guide us as we march on toward November. https://t.co/wmxgIqDDAi",Joe Biden,Male
"The last three months were the worst period for economic growth our nation has experienced in the 70 years since we started measuring it — a drop of nearly 33 percent.

Let's be clear: This is no act of God, it's a failure of presidential leadership. https://t.co/pPZXkHtJcR",Joe Biden,Male
"I'm the proud husband of a teacher. I've seen firsthand how difficult the job can be in normal times — let alone in the middle of a pandemic. So when I heard Beth's story, I knew @BarackObama and I had to give her a call. https://t.co/xBdeItoMW6",Joe Biden,Male
"Donald Trump's instinct to constantly add fuel to the fire is the last thing our country needs right now.

We need leadership that will calm the waters and lower the temperature. https://t.co/tNUQUYDO8P",Joe Biden,Male
We need a president who will bring us together instead of tearing us apart and who will enforce the law faithfully rather than put his own political interests first. https://t.co/SL7dojwyDi,Joe Biden,Male
"Folks, I'm excited to share that Senator @ewarren and I are hosting a grassroots fundraiser this Friday — and you're invited. We're going to chat about what's at stake this November and even answer a few of your questions.

Chip in any amount to join us: https://t.co/Ak0FXcwfoV https://t.co/j6OGUieI46",Joe Biden,Male
"Donald Trump has shown that he can’t beat the pandemic or turn the economy around. And he is unsurprisingly stoking the flames of division for political gain.

He is the worst possible person to lead our nation through this moment. https://t.co/CfJzEwU6Cm",Joe Biden,Male
My heart goes out to Jessica and the countless others across the nation who have lost a loved one due to COVID-19. Behind every number we see in the news is a family and community that will never again be whole — and we can't forget that. https://t.co/S2NrhkXrHI,Joe Biden,Male
"Congratulations to California Child Care Providers United on a successful election. As president, I'll make it easier for child care workers to unionize — and I’ll provide resources so they earn higher wages while also making care more affordable. #ChildCareIsEssential https://t.co/49zAdq9Mte",Joe Biden,Male
"We need an effective, coordinated nationwide testing and tracing program. We need more PPE for health care workers. We need a comprehensive plan to get this virus under control.

We need this president to do his job.",Joe Biden,Male
"I have no illusions about how tough the road ahead is. But I’m optimistic for one reason above all others: I know the history and the heart of this country.

There is nothing we're unable to achieve when we do it together.",Joe Biden,Male
Listen to the scientists: Wear a mask. https://t.co/9CFioW4wvS,Joe Biden,Male
Donald Trump voted by mail. You should be able to as well.,Joe Biden,Male
"Small business ownership is one of our country's cornerstones for wealth building and job creation. But Black and Brown entrepreneurs face far too many barriers to ownership, growth, and success.

I've got a plan to change that: https://t.co/27Y38un2tM https://t.co/MF7OpMS7bA",Joe Biden,Male
America has never lived up to our founding promise — and we can’t rest until we finally do. My new plan will advance racial equity across the American economy and bring us closer to reaching our highest ideals: https://t.co/27Y38u5rCe https://t.co/pQGZ78PXwC,Joe Biden,Male
"My housing plan will give a $15,000 tax credit to first-time home-buyers, expand affordable housing, and reverse President Trump’s efforts to gut fair housing enforcement.

We're going to remove the barriers to homeownership that hold back too many Americans of color.",Joe Biden,Male
"To support more Black and Brown small businesses, my administration will launch a new Small Business Opportunity Initiative. We're going to make sure that those with the best ideas are not denied the venture capital or financing they need because of their race or zip code.",Joe Biden,Male
"In good times, communities of color still lag. In bad times, they get hit first and the hardest. And in recovery, they take the longest to bounce back.

We have to break the cycle, and I’ve got a plan to do it: https://t.co/27Y38un2tM",Joe Biden,Male
"This election is not just about voting against Donald Trump. It’s about rising to this moment of crisis, understanding people’s struggle, and building a future worthy of their courage and ambition to overcome.",Joe Biden,Male
"A change of “tone” over a few days does not change the facts of the last four years.

Donald Trump fails the basic threshold test of being president: the duty to care about the entire country, not just his re-election prospects.",Joe Biden,Male
"The Senate and this President should pass the bill to restore the Voting Rights Act — renamed yesterday in memory of John Lewis.

If they don’t, it will be one of the first things I do as president.",Joe Biden,Male
"I'm in Wilmington, Delaware, to unveil the fourth plank of my Build Back Better plan. Tune in as I discuss what my administration will do to advance racial equity in our economy: https://t.co/NTZviQqUX5",Joe Biden,Male
"In this moment, we have the chance to build an economy where everyone gets a fair return for their work and an equal chance to get ahead. One more vibrant and more powerful because everyone is in on the deal.

Here's how we'll do it: https://t.co/27Y38un2tM https://t.co/d0kM3yyglS",Joe Biden,Male
"We can't build this nation back better without tackling the systemic racism and disparities that have plagued our country for far too long. That's why today, I'm releasing my new plan to advance racial economic equity across the American economy. https://t.co/MQW8ItM0J8",Joe Biden,Male
Our students and educators deserve better than four more years of Betsy DeVos. It’s time for a Secretary of Education who is actually a public school educator. https://t.co/rUVThAQ24K,Joe Biden,Male
"John — march on, dear friend. May God bless you. And may you continue to inspire righteous good trouble down from the Heavens. https://t.co/lqg9SGxYNE",Joe Biden,Male
"Tonight, Jill and I are thinking about the 150,000 families left emptier by this virus.

To anyone who’s struggling, sick, or wondering how they’ll get through the day: know that I will not abandon you. 

We’ll fight through this crisis together, and emerge stronger than ever.",Joe Biden,Male
"Arianna’s a supporter of our campaign who’s been organizing food drives for her community during the COVID crisis. My team told me about her work, so @BarackObama and I decided to surprise her with a call. https://t.co/GnwvU6HMld",Joe Biden,Male
"The development of a new vaccine requires a dedication to science, coordination, transparency, truth, and fairness to all — and we have a President who stands for none of these things. https://t.co/38t303Fknw",Joe Biden,Male
These policies aren’t just the right thing to do — they’re also the smart thing to do for the future of our country. https://t.co/zoXsJ2PbXG,Joe Biden,Male
"Women-owned small businesses like Marsh + Mane are the backbone of communities across the nation. We have got to do more to invest in and support them.

Here's what I'll do as president: https://t.co/EUs7NyzOEe https://t.co/bhRSHXQVGs",Joe Biden,Male
"The hard truth is women — and particularly women of color — have never had a fair shot to get ahead in this country. That's why today, I'm releasing my plan to make sure women can fully participate in our economy and country. https://t.co/vUWUanQAR0",Joe Biden,Male
"The hard truth is this pandemic didn’t have to be this bad. Ron Klain, former White House Ebola Response Coordinator, breaks down what a Biden administration would have done differently and what we would do now to get this virus under control: https://t.co/cw8mBOfujj",Joe Biden,Male
"In 100 days, we’re going to make Donald Trump a one-term president. https://t.co/vTrPRrHhwm",Joe Biden,Male
"Women have decided the course of history with grit, clarity, and courage. This election is no different.

We have just 100 days to get out the vote, unite the country, and vote Donald Trump out of the White House.

Join us, and let's get to work: https://t.co/gnaFCACYrW https://t.co/9CnwM9wEDM",Joe Biden,Male
"Thirty years on, we still have work to do to realize the full aspiration of the Americans with Disabilities Act. We need to ensure that every American has the chance to live independently and free from discriminatory systems and practices. #ADA30 https://t.co/BIMyE5Hy3h",Joe Biden,Male
"Folks, we have just 100 days until Election Day. Now, more than ever, we have to do everything we can to make Donald Trump a one-term president.

Register to vote: https://t.co/Hy8C4mIL2M

Donate: https://t.co/Iimssjnz4A

Volunteer: https://t.co/GCxsKwFY4h

Let’s get to work. https://t.co/aa1BsTsdu9",Joe Biden,Male
"In 100 days, we have the chance to set our nation on a new path. One where we finally live up to our highest ideals and everyone has a fair shot at success.

Join us: https://t.co/gnaFCAUzju https://t.co/fkmLEpLvJR",Joe Biden,Male
100 days.,Joe Biden,Male
"As Hurricane Hanna makes landfall, Jill and I are sending our prayers to the people of South Texas. We must ensure that affected residents get the support they need — and get it quickly. If you are in an impacted region, please heed the advice of local officials and seek shelter.",Joe Biden,Male
"I know firsthand how hard it can be to take care of an aging family member. It's why as president, I'll ease the financial burden on families and expand access to dignified care for older Americans. https://t.co/Z8FOorRgLe",Joe Biden,Male
No one should have to work more than one job to make ends meet. We have to raise the minimum wage to $15 an hour and build an inclusive middle class that brings everyone along.,Joe Biden,Male
There is no quit in America — and you deserve a president who won’t quit on you.,Joe Biden,Male
"President Trump ordered his administration to slow down coronavirus testing, he tried to block CDC funding, and he has ignored the experts from day one. His actions defy both logic and humanity.
 
What kind of president actively undercuts efforts that will save lives?",Joe Biden,Male
"Every American family deserves access to affordable, high-quality child care.

Here's how I'll make that happen: https://t.co/Z8FOorRgLe https://t.co/4woudaAGqo",Joe Biden,Male
"I know times are tough, but I want you to know you're not alone. We're all in this fight together. And together, we'll emerge stronger than before.",Joe Biden,Male
"The President has a duty to care for us all. To see people where they are and to understand what they’re going through.

I’ve been a single parent. Even though I had a lot more support than a lot of folks going through tough times, I know how hard it is. https://t.co/7JlGjvUcqd",Joe Biden,Male
"This is the United States of America. We don’t settle — we aspire.

Let’s get to work.",Joe Biden,Male
"The hard truth is that we can't just build back to the way things were before these crises — we have to build back better.

President @BarackObama and I discussed how we can do that, and much more: https://t.co/DBqIS5IoN3",Joe Biden,Male
Our nation is at a crossroads. We can choose four more years of Donald Trump’s divisive politics and failed leadership — or we can forge a new path forward. https://t.co/CHbtVP8IaV,Joe Biden,Male
"Home care workers and child care workers — who are more often women, women of color, and immigrants — have been underpaid, unseen, and undervalued for far too long.

That will change with my administration: https://t.co/RbUFxJ3CYS",Joe Biden,Male
"Donald Trump’s own staff admits that he fails the most important test of being the American President: the duty to care — for you, for all of us. https://t.co/mJf0xhEYZ5",Joe Biden,Male
We need a president who listens to someone other than himself.,Joe Biden,Male
This was preventable. https://t.co/NWaHXW8U4K,Joe Biden,Male
"Out of every trial and tribulation, we've always emerged stronger as a nation — and we will again. If we come together, there is not a single thing we cannot accomplish. https://t.co/khTCfexgbX",Joe Biden,Male
